unit_id,station_id,timestamp_s,sensor_name,value
UNIT-000001,PT-06,960.0,gloss_units,85.2933994601276
UNIT-000001,PT-06,960.0,cycle_time_s,64.98965498307714
UNIT-000001,FA-01,1020.0,harness_continuity_ohm,0.05015999161357344
UNIT-000001,FA-01,1020.0,cycle_time_s,62.85051570910155
UNIT-000001,FA-02,1080.0,connector_insertion_force_n,60.34299136752305
UNIT-000001,FA-02,1080.0,cycle_time_s,64.64556219455059
UNIT-000001,FA-03,1140.0,door_trim_gap_mm,2.0263259001636627
UNIT-000001,FA-03,1140.0,cycle_time_s,61.44669506744847
UNIT-000001,FA-04,1200.0,seat_bolt_torque_nm,37.323206291125764
UNIT-000001,FA-04,1200.0,cycle_time_s,64.6206993373849
UNIT-000001,FA-09,1500.0,dimensional_variance_mm,0.145895522402263
UNIT-000001,FA-09,1500.0,functional_test_score,101.23581874717325
UNIT-000001,FA-09,1500.0,cycle_time_s,65.17181880818696
UNIT-000002,BC-01,180.0,weld_current_a,843.4858155406882
UNIT-000002,BC-01,180.0,weld_voltage_v,24.70149326027626
UNIT-000002,BC-01,180.0,cycle_time_s,58.67154518154781
UNIT-000002,BC-02,240.0,weld_current_a,860.9365555097138
UNIT-000002,BC-02,240.0,weld_voltage_v,23.810589541027397
UNIT-000002,BC-02,240.0,cycle_time_s,59.99385375993592
UNIT-000002,BC-03,300.0,weld_current_a,847.2214707250832
UNIT-000002,BC-03,300.0,dimensional_variance_mm,0.15101272364639678
UNIT-000002,BC-03,300.0,cycle_time_s,61.688978233576464
UNIT-000002,BC-04,360.0,laser_power_w,1215.4545310386445
UNIT-000002,BC-04,360.0,seam_gap_mm,0.38359862319175186
UNIT-000002,BC-04,360.0,cycle_time_s,59.94153791768386
UNIT-000002,BC-05,420.0,door_gap_mm,3.7976247351297108
UNIT-000002,BC-05,420.0,cycle_time_s,55.61227298247494
UNIT-000002,BC-06,480.0,weld_current_a,844.3199015080862
UNIT-000002,BC-06,480.0,weld_voltage_v,24.439633220330887
UNIT-000002,BC-06,480.0,cycle_time_s,58.40832873871253
UNIT-000002,BC-07,540.0,weld_current_a,850.5207353741051
UNIT-000002,BC-07,540.0,dimensional_variance_mm,0.14854749169999926
UNIT-000002,BC-07,540.0,cycle_time_s,59.606792286765646
UNIT-000002,BC-08,600.0,bead_width_mm,6.360992817109658
UNIT-000002,BC-08,600.0,cycle_time_s,61.93721557321413
UNIT-000002,BC-09,660.0,dimensional_variance_mm,0.15401219432232824
UNIT-000002,BC-09,660.0,torque_nm,44.86094488867509
UNIT-000002,BC-09,660.0,cycle_time_s,59.16486886599515
UNIT-000002,PT-01,720.0,bath_conductivity_ms_cm,1.6077598973206793
UNIT-000002,PT-01,720.0,film_thickness_um,25.088286679226854
UNIT-000002,PT-01,720.0,cycle_time_s,58.69873431331996
UNIT-000002,PT-02,780.0,film_thickness_um,25.114114165069452
UNIT-000002,PT-02,780.0,spray_pressure_bar,2.310768857651493
UNIT-000002,PT-02,780.0,cycle_time_s,62.252213533538004
UNIT-000002,PT-03,840.0,film_thickness_um,24.568924957676234
UNIT-000002,PT-03,840.0,cycle_time_s,54.73160879338679
UNIT-000002,PT-04,900.0,film_thickness_um,25.15780250179517
UNIT-000002,PT-04,900.0,gloss_units,87.04995115551
UNIT-000002,PT-04,900.0,cycle_time_s,59.12509939470767
UNIT-000002,PT-06,1020.0,defect_count_visual,0.1914108438810454
UNIT-000002,PT-06,1020.0,gloss_units,84.72346793507366
UNIT-000002,PT-06,1020.0,cycle_time_s,58.72510270576853
UNIT-000002,FA-01,1080.0,harness_continuity_ohm,0.04947056057263393
UNIT-000002,FA-01,1080.0,cycle_time_s,58.94776706619889
UNIT-000002,FA-02,1140.0,connector_insertion_force_n,59.88688493489693
UNIT-000002,FA-02,1140.0,cycle_time_s,57.89072593037204
UNIT-000002,FA-03,1200.0,door_trim_gap_mm,1.823954570553081
UNIT-000002,FA-03,1200.0,cycle_time_s,67.66528960330187
UNIT-000002,FA-04,1260.0,seat_bolt_torque_nm,32.29641257932453
UNIT-000002,FA-04,1260.0,cycle_time_s,56.0515719175633
UNIT-000002,FA-09,1560.0,dimensional_variance_mm,0.1488952531296359
UNIT-000002,FA-09,1560.0,functional_test_score,98.6694488798434
UNIT-000002,FA-09,1560.0,cycle_time_s,62.07443717328671
UNIT-000003,BC-01,240.0,weld_current_a,845.8302766189842
UNIT-000003,BC-01,240.0,weld_voltage_v,24.37312203650964
UNIT-000003,BC-01,240.0,cycle_time_s,60.52171928935994
UNIT-000003,BC-02,300.0,weld_current_a,847.7250096032272
UNIT-000003,BC-02,300.0,weld_voltage_v,23.34005001198241
UNIT-000003,BC-02,300.0,cycle_time_s,59.7141915072304
UNIT-000003,BC-03,360.0,weld_current_a,845.4714126698477
UNIT-000003,BC-03,360.0,dimensional_variance_mm,0.15069650966887876
UNIT-000003,BC-03,360.0,cycle_time_s,59.33360733741718
UNIT-000003,BC-04,420.0,laser_power_w,1224.305179627676
UNIT-000003,BC-04,420.0,seam_gap_mm,0.40124343462134776
UNIT-000003,BC-04,420.0,cycle_time_s,60.422107690079045
UNIT-000003,BC-05,480.0,door_gap_mm,4.012757283418688
UNIT-000003,BC-05,480.0,cycle_time_s,60.000303815129094
UNIT-000003,BC-06,540.0,weld_current_a,855.3804024484463
UNIT-000003,BC-06,540.0,weld_voltage_v,23.953302432761525
UNIT-000003,BC-06,540.0,cycle_time_s,62.51180197071671
UNIT-000003,BC-07,600.0,weld_current_a,876.7470333420791
UNIT-000003,BC-07,600.0,dimensional_variance_mm,0.1511575396576695
UNIT-000003,BC-07,600.0,cycle_time_s,59.08433134836628
UNIT-000003,BC-08,660.0,bead_width_mm,5.599531870085969
UNIT-000003,BC-08,660.0,cycle_time_s,64.28811463111991
UNIT-000003,BC-09,720.0,dimensional_variance_mm,0.1507882476754414
UNIT-000003,BC-09,720.0,torque_nm,45.43212906305245
UNIT-000003,BC-09,720.0,cycle_time_s,57.906496815630966
UNIT-000003,PT-01,780.0,bath_conductivity_ms_cm,1.6145414508228597
UNIT-000003,PT-01,780.0,film_thickness_um,24.44478465779276
UNIT-000003,PT-01,780.0,cycle_time_s,59.43417023106006
UNIT-000003,PT-02,840.0,film_thickness_um,25.02623339917812
UNIT-000003,PT-02,840.0,spray_pressure_bar,2.187144467824644
UNIT-000003,PT-02,840.0,cycle_time_s,59.87581407832085
UNIT-000003,PT-03,900.0,film_thickness_um,25.228843768153702
UNIT-000003,PT-03,900.0,cycle_time_s,65.29737110277537
UNIT-000003,PT-04,960.0,film_thickness_um,24.881574867745158
UNIT-000003,PT-04,960.0,gloss_units,85.30007111633316
UNIT-000003,PT-04,960.0,cycle_time_s,60.35519278762452
UNIT-000003,PT-06,1080.0,defect_count_visual,0.19297311287008567
UNIT-000003,PT-06,1080.0,gloss_units,85.55759232231398
UNIT-000003,PT-06,1080.0,cycle_time_s,62.07282025699702
UNIT-000003,FA-01,1140.0,harness_continuity_ohm,0.04846613859508386
UNIT-000003,FA-01,1140.0,cycle_time_s,61.03659361643783
UNIT-000003,FA-02,1200.0,connector_insertion_force_n,59.605769732252526
UNIT-000003,FA-02,1200.0,cycle_time_s,59.92641078500538
UNIT-000003,FA-03,1260.0,door_trim_gap_mm,1.873652178715526
UNIT-000003,FA-03,1260.0,cycle_time_s,58.795957779518844
UNIT-000003,FA-04,1320.0,seat_bolt_torque_nm,37.730093648867815
UNIT-000003,FA-04,1320.0,cycle_time_s,62.09755887115575
UNIT-000003,FA-09,1620.0,dimensional_variance_mm,0.15523180357850336
UNIT-000003,FA-09,1620.0,functional_test_score,98.86042659112707
UNIT-000003,FA-09,1620.0,cycle_time_s,60.99358581215647
UNIT-000004,BC-01,300.0,weld_current_a,851.1312788696065
UNIT-000004,BC-01,300.0,weld_voltage_v,23.665236564815867
UNIT-000004,BC-01,300.0,cycle_time_s,61.18750072151382
UNIT-000004,BC-02,360.0,weld_current_a,863.2999558211003
UNIT-000004,BC-02,360.0,weld_voltage_v,23.908487492397523
UNIT-000004,BC-02,360.0,cycle_time_s,61.40549651216078
UNIT-000004,BC-03,420.0,weld_current_a,862.7647728084314
UNIT-000004,BC-03,420.0,dimensional_variance_mm,0.1554619384729404
UNIT-000004,BC-03,420.0,cycle_time_s,60.87692962936637
UNIT-000004,BC-04,480.0,laser_power_w,1198.393123850443
UNIT-000004,BC-04,480.0,seam_gap_mm,0.3906239424592415
UNIT-000004,BC-04,480.0,cycle_time_s,59.37806418916047
UNIT-000004,BC-05,540.0,door_gap_mm,4.362694823986413
UNIT-000004,BC-05,540.0,cycle_time_s,62.2951217192317
UNIT-000004,BC-06,600.0,weld_current_a,832.7668047705132
UNIT-000004,BC-06,600.0,weld_voltage_v,24.015735404580607
UNIT-000004,BC-06,600.0,cycle_time_s,58.54012782074265
UNIT-000004,BC-07,660.0,weld_current_a,838.5906152842581
UNIT-000004,BC-07,660.0,dimensional_variance_mm,0.15093602841465373
UNIT-000004,BC-07,660.0,cycle_time_s,61.38637444332804
UNIT-000004,BC-08,720.0,bead_width_mm,6.219154130000798
UNIT-000004,BC-08,720.0,cycle_time_s,51.75135776904684
UNIT-000004,BC-09,780.0,dimensional_variance_mm,0.15091310018709078
UNIT-000004,BC-09,780.0,torque_nm,45.06483021590932
UNIT-000004,BC-09,780.0,cycle_time_s,60.49666834244723
UNIT-000004,PT-01,840.0,bath_conductivity_ms_cm,1.5339763751422484
UNIT-000004,PT-01,840.0,film_thickness_um,24.704448287404446
UNIT-000004,PT-01,840.0,cycle_time_s,60.70908758735202
UNIT-000004,PT-02,900.0,film_thickness_um,25.737974524026754
UNIT-000004,PT-02,900.0,spray_pressure_bar,2.216207690958829
UNIT-000004,PT-02,900.0,cycle_time_s,61.015900783012086
UNIT-000004,PT-03,960.0,film_thickness_um,26.220645534949316
UNIT-000004,PT-03,960.0,cycle_time_s,63.846497601560536
UNIT-000004,PT-04,1020.0,film_thickness_um,25.117200446349347
UNIT-000004,PT-04,1020.0,gloss_units,85.45958350677894
UNIT-000004,PT-04,1020.0,cycle_time_s,58.96398568231274
UNIT-000004,PT-06,1140.0,defect_count_visual,0.19938990987019056
UNIT-000004,PT-06,1140.0,gloss_units,85.65176956940094
UNIT-000004,PT-06,1140.0,cycle_time_s,61.199789096292356
UNIT-000004,FA-01,1200.0,harness_continuity_ohm,0.048941463918021594
UNIT-000004,FA-01,1200.0,cycle_time_s,59.849989163616506
UNIT-000004,FA-02,1260.0,connector_insertion_force_n,61.77774665719077
UNIT-000004,FA-02,1260.0,cycle_time_s,59.10769412542492
UNIT-000004,FA-03,1320.0,door_trim_gap_mm,1.9013299979251617
UNIT-000004,FA-03,1320.0,cycle_time_s,60.728302290592296
UNIT-000004,FA-04,1380.0,seat_bolt_torque_nm,36.77320890001917
UNIT-000004,FA-04,1380.0,cycle_time_s,60.04113380001837
UNIT-000004,FA-09,1680.0,dimensional_variance_mm,0.15166234950397228
UNIT-000004,FA-09,1680.0,functional_test_score,102.56220007667832
UNIT-000004,FA-09,1680.0,cycle_time_s,59.75380597336075
UNIT-000005,BC-01,360.0,weld_current_a,877.2723241457913
UNIT-000005,BC-01,360.0,weld_voltage_v,23.780304273140725
UNIT-000005,BC-01,360.0,cycle_time_s,60.12945653321164
UNIT-000005,BC-02,420.0,weld_current_a,822.7615878019983
UNIT-000005,BC-02,420.0,weld_voltage_v,23.399209337229053
UNIT-000005,BC-02,420.0,cycle_time_s,58.078466475457375
UNIT-000005,BC-03,480.0,weld_current_a,836.4996830695678
UNIT-000005,BC-03,480.0,dimensional_variance_mm,0.15131890981805096
UNIT-000005,BC-03,480.0,cycle_time_s,60.62902541137532
UNIT-000005,BC-04,540.0,laser_power_w,1166.0936187865832
UNIT-000005,BC-04,540.0,seam_gap_mm,0.3815191725069389
UNIT-000005,BC-04,540.0,cycle_time_s,60.06522430246846
UNIT-000005,BC-05,600.0,door_gap_mm,3.8867737519267993
UNIT-000005,BC-05,600.0,cycle_time_s,61.6537887781798
UNIT-000005,BC-06,660.0,weld_current_a,852.3501043449976
UNIT-000005,BC-06,660.0,weld_voltage_v,24.36486388098041
UNIT-000005,BC-06,660.0,cycle_time_s,60.27505364893808
UNIT-000005,BC-07,720.0,weld_current_a,859.011099995225
UNIT-000005,BC-07,720.0,dimensional_variance_mm,0.14788598021139035
UNIT-000005,BC-07,720.0,cycle_time_s,59.78446630340225
UNIT-000005,BC-08,780.0,bead_width_mm,6.070839394796504
UNIT-000005,BC-08,780.0,cycle_time_s,62.953902511502704
UNIT-000005,BC-09,840.0,dimensional_variance_mm,0.14881877648332628
UNIT-000005,BC-09,840.0,torque_nm,45.4690505301589
UNIT-000005,BC-09,840.0,cycle_time_s,59.680993449701546
UNIT-000005,PT-01,900.0,bath_conductivity_ms_cm,1.6265446093447704
UNIT-000005,PT-01,900.0,film_thickness_um,24.003469814472922
UNIT-000005,PT-01,900.0,cycle_time_s,58.44423320631029
UNIT-000005,PT-02,960.0,film_thickness_um,23.83319194007585
UNIT-000005,PT-02,960.0,spray_pressure_bar,2.1701563646331725
UNIT-000005,PT-02,960.0,cycle_time_s,60.89932067967329
UNIT-000005,PT-03,1020.0,film_thickness_um,25.296685122912777
UNIT-000005,PT-03,1020.0,cycle_time_s,63.921182988158854
UNIT-000005,PT-04,1080.0,film_thickness_um,24.965431032636932
UNIT-000005,PT-04,1080.0,gloss_units,87.30109601226798
UNIT-000005,PT-04,1080.0,cycle_time_s,60.11055199012093
UNIT-000005,PT-06,1200.0,defect_count_visual,0.19762239859120506
UNIT-000005,PT-06,1200.0,gloss_units,82.48308792863948
UNIT-000005,PT-06,1200.0,cycle_time_s,58.93423937551962
UNIT-000005,FA-01,1260.0,harness_continuity_ohm,0.049641983311925576
UNIT-000005,FA-01,1260.0,cycle_time_s,60.96430202325432
UNIT-000005,FA-02,1320.0,connector_insertion_force_n,62.06492379739918
UNIT-000005,FA-02,1320.0,cycle_time_s,58.34138218154755
UNIT-000005,FA-03,1380.0,door_trim_gap_mm,2.0471392961911903
UNIT-000005,FA-03,1380.0,cycle_time_s,56.25404181903288
UNIT-000005,FA-04,1440.0,seat_bolt_torque_nm,35.996863885772726
UNIT-000005,FA-04,1440.0,cycle_time_s,59.52808805752419
UNIT-000005,FA-09,1740.0,dimensional_variance_mm,0.14839829928487933
UNIT-000005,FA-09,1740.0,functional_test_score,95.90328527387221
UNIT-000005,FA-09,1740.0,cycle_time_s,59.21486006797493
UNIT-000006,BC-01,420.0,weld_current_a,846.7828462040811
UNIT-000006,BC-01,420.0,weld_voltage_v,24.157757761095592
UNIT-000006,BC-01,420.0,cycle_time_s,63.45602153595034
UNIT-000006,BC-02,480.0,weld_current_a,844.1726354353056
UNIT-000006,BC-02,480.0,weld_voltage_v,23.29110824791405
UNIT-000006,BC-02,480.0,cycle_time_s,64.3447002448807
UNIT-000006,BC-03,540.0,weld_current_a,844.3647010743467
UNIT-000006,BC-03,540.0,dimensional_variance_mm,0.1533437773337321
UNIT-000006,BC-03,540.0,cycle_time_s,63.483055162609915
UNIT-000006,BC-04,600.0,laser_power_w,1208.3706214571112
UNIT-000006,BC-04,600.0,seam_gap_mm,0.41560810048101043
UNIT-000006,BC-04,600.0,cycle_time_s,65.61699546660773
UNIT-000006,BC-05,660.0,door_gap_mm,4.0166514724318665
UNIT-000006,BC-05,660.0,cycle_time_s,63.605520442738545
UNIT-000006,BC-06,720.0,weld_current_a,835.6237624429551
UNIT-000006,BC-06,720.0,weld_voltage_v,24.159873778856763
UNIT-000006,BC-06,720.0,cycle_time_s,62.96741281157814
UNIT-000006,BC-07,780.0,weld_current_a,855.3364395947784
UNIT-000006,BC-07,780.0,dimensional_variance_mm,0.14749989358215176
UNIT-000006,BC-07,780.0,cycle_time_s,60.9971449584307
UNIT-000006,BC-08,840.0,bead_width_mm,5.253725963043135
UNIT-000006,BC-08,840.0,cycle_time_s,58.77628805289928
UNIT-000006,BC-09,900.0,dimensional_variance_mm,0.148623974145182
UNIT-000006,BC-09,900.0,torque_nm,44.736127572016116
UNIT-000006,BC-09,900.0,cycle_time_s,65.4409112646612
UNIT-000006,PT-01,960.0,bath_conductivity_ms_cm,1.569213084277068
UNIT-000006,PT-01,960.0,film_thickness_um,25.17385422622548
UNIT-000006,PT-01,960.0,cycle_time_s,62.48708142219859
UNIT-000006,PT-02,1020.0,film_thickness_um,25.09266282470769
UNIT-000006,PT-02,1020.0,spray_pressure_bar,2.2272435291469175
UNIT-000006,PT-02,1020.0,cycle_time_s,62.57253431030614
UNIT-000006,PT-03,1080.0,film_thickness_um,23.287092660786392
UNIT-000006,PT-03,1080.0,cycle_time_s,63.02396165572937
UNIT-000006,PT-04,1140.0,film_thickness_um,25.111539871312637
UNIT-000006,PT-04,1140.0,gloss_units,87.43646466123049
UNIT-000006,PT-04,1140.0,cycle_time_s,63.11531542449824
UNIT-000006,PT-06,1260.0,defect_count_visual,0.19977286722242923
UNIT-000006,PT-06,1260.0,gloss_units,84.71030711202086
UNIT-000006,PT-06,1260.0,cycle_time_s,62.01785218012597
UNIT-000006,FA-01,1320.0,harness_continuity_ohm,0.050430301358957555
UNIT-000006,FA-01,1320.0,cycle_time_s,61.92706314162593
UNIT-000006,FA-02,1380.0,connector_insertion_force_n,60.79870228357611
UNIT-000006,FA-02,1380.0,cycle_time_s,64.36746162560185
UNIT-000006,FA-03,1440.0,door_trim_gap_mm,2.0439837688684674
UNIT-000006,FA-03,1440.0,cycle_time_s,61.91797978715948
UNIT-000006,FA-04,1500.0,seat_bolt_torque_nm,35.95332771654826
UNIT-000006,FA-04,1500.0,cycle_time_s,61.83321585003456
UNIT-000006,FA-09,1800.0,dimensional_variance_mm,0.144027564014628
UNIT-000006,FA-09,1800.0,functional_test_score,95.06968077275468
UNIT-000006,FA-09,1800.0,cycle_time_s,64.71846640956552
UNIT-000007,BC-01,480.0,weld_current_a,837.7688360341585
UNIT-000007,BC-01,480.0,weld_voltage_v,23.27879834110037
UNIT-000007,BC-01,480.0,cycle_time_s,56.44256539459002
UNIT-000007,BC-02,540.0,weld_current_a,891.1470552082059
UNIT-000007,BC-02,540.0,weld_voltage_v,24.20874445030255
UNIT-000007,BC-02,540.0,cycle_time_s,59.328513256740614
UNIT-000007,BC-03,600.0,weld_current_a,857.9063635615053
UNIT-000007,BC-03,600.0,dimensional_variance_mm,0.14531712494101667
UNIT-000007,BC-03,600.0,cycle_time_s,59.643211964762834
UNIT-000007,BC-04,660.0,laser_power_w,1197.933584356295
UNIT-000007,BC-04,660.0,seam_gap_mm,0.40632644897352066
UNIT-000007,BC-04,660.0,cycle_time_s,60.41357427148326
UNIT-000007,BC-05,720.0,door_gap_mm,4.160398244345919
UNIT-000007,BC-05,720.0,cycle_time_s,57.52185978396927
UNIT-000007,BC-06,780.0,weld_current_a,877.6919281096078
UNIT-000007,BC-06,780.0,weld_voltage_v,23.534328230567322
UNIT-000007,BC-06,780.0,cycle_time_s,58.934765213142526
UNIT-000007,BC-07,840.0,weld_current_a,872.7083337174439
UNIT-000007,BC-07,840.0,dimensional_variance_mm,0.1494259680399148
UNIT-000007,BC-07,840.0,cycle_time_s,61.68458567047987
UNIT-000007,BC-08,900.0,bead_width_mm,5.840687143718814
UNIT-000007,BC-08,900.0,cycle_time_s,65.23816407457456
UNIT-000007,BC-09,960.0,dimensional_variance_mm,0.15039445745041635
UNIT-000007,BC-09,960.0,torque_nm,45.232405940990425
UNIT-000007,BC-09,960.0,cycle_time_s,61.877661626003885
UNIT-000007,PT-01,1020.0,bath_conductivity_ms_cm,1.5698840929304014
UNIT-000007,PT-01,1020.0,film_thickness_um,24.775717895985824
UNIT-000007,PT-01,1020.0,cycle_time_s,60.54280074077177
UNIT-000007,PT-02,1080.0,film_thickness_um,25.318735451325562
UNIT-000007,PT-02,1080.0,spray_pressure_bar,2.1762940620248195
UNIT-000007,PT-02,1080.0,cycle_time_s,61.37737519288028
UNIT-000007,PT-03,1140.0,film_thickness_um,23.82015133734375
UNIT-000007,PT-03,1140.0,cycle_time_s,53.928714655557236
UNIT-000007,PT-04,1200.0,film_thickness_um,25.123832950554473
UNIT-000007,PT-04,1200.0,gloss_units,84.69531473673541
UNIT-000007,PT-04,1200.0,cycle_time_s,59.69594691726238
UNIT-000007,PT-06,1320.0,defect_count_visual,0.2008135529624798
UNIT-000007,PT-06,1320.0,gloss_units,83.28548872869672
UNIT-000007,PT-06,1320.0,cycle_time_s,60.848219569078864
UNIT-000007,FA-01,1380.0,harness_continuity_ohm,0.05066266597038549
UNIT-000007,FA-01,1380.0,cycle_time_s,60.46204552518732
UNIT-000007,FA-02,1440.0,connector_insertion_force_n,60.66784013130152
UNIT-000007,FA-02,1440.0,cycle_time_s,60.35570160097039
UNIT-000007,FA-03,1500.0,door_trim_gap_mm,2.244208796327728
UNIT-000007,FA-03,1500.0,cycle_time_s,59.68646098421097
UNIT-000007,FA-04,1560.0,seat_bolt_torque_nm,34.35512524149739
UNIT-000007,FA-04,1560.0,cycle_time_s,57.28730071071344
UNIT-000007,FA-09,1860.0,dimensional_variance_mm,0.14845868688068942
UNIT-000007,FA-09,1860.0,functional_test_score,96.2579572660674
UNIT-000007,FA-09,1860.0,cycle_time_s,59.915183542017516
UNIT-000008,BC-01,540.0,weld_current_a,850.8694149953867
UNIT-000008,BC-01,540.0,weld_voltage_v,23.632543066833737
UNIT-000008,BC-01,540.0,cycle_time_s,64.13423255066516
UNIT-000008,BC-02,600.0,weld_current_a,847.2859787738257
UNIT-000008,BC-02,600.0,weld_voltage_v,23.68660025056094
UNIT-000008,BC-02,600.0,cycle_time_s,63.69101918024555
UNIT-000008,BC-03,660.0,weld_current_a,853.1955509872638
UNIT-000008,BC-03,660.0,dimensional_variance_mm,0.14565561822175485
UNIT-000008,BC-03,660.0,cycle_time_s,62.91434487745965
UNIT-000008,BC-04,720.0,laser_power_w,1178.407325124294
