unit_id,station_id,timestamp_s,operator_id,check_pass
UNIT-000036,FA-08,3540.0,OP-SHIFT_1-01,True
UNIT-000037,PT-05,3060.0,OP-SHIFT_1-02,True
UNIT-000037,FA-05,3420.0,OP-SHIFT_1-02,True
UNIT-000037,FA-06,3480.0,OP-SHIFT_1-02,True
UNIT-000037,FA-07,3540.0,OP-SHIFT_1-02,True
UNIT-000037,FA-08,3600.0,OP-SHIFT_1-02,True
UNIT-000038,PT-05,3120.0,OP-SHIFT_1-03,True
UNIT-000038,FA-05,3480.0,OP-SHIFT_1-03,True
UNIT-000038,FA-06,3540.0,OP-SHIFT_1-03,True
UNIT-000038,FA-07,3600.0,OP-SHIFT_1-03,True
UNIT-000038,FA-08,3660.0,OP-SHIFT_1-03,True
UNIT-000039,PT-05,3180.0,OP-SHIFT_1-04,True
UNIT-000039,FA-05,3540.0,OP-SHIFT_1-04,True
UNIT-000039,FA-06,3600.0,OP-SHIFT_1-04,True
UNIT-000039,FA-07,3660.0,OP-SHIFT_1-04,True
UNIT-000039,FA-08,3720.0,OP-SHIFT_1-04,True
UNIT-000040,PT-05,3240.0,OP-SHIFT_1-05,True
UNIT-000040,FA-05,3600.0,OP-SHIFT_1-05,True
UNIT-000040,FA-06,3660.0,OP-SHIFT_1-05,True
UNIT-000040,FA-07,3720.0,OP-SHIFT_1-05,True
UNIT-000040,FA-08,3780.0,OP-SHIFT_1-05,True
UNIT-000041,PT-05,3300.0,OP-SHIFT_1-06,True
UNIT-000041,FA-05,3660.0,OP-SHIFT_1-06,True
UNIT-000041,FA-06,3720.0,OP-SHIFT_1-06,True
UNIT-000041,FA-07,3780.0,OP-SHIFT_1-06,True
UNIT-000041,FA-08,3840.0,OP-SHIFT_1-06,True
UNIT-000042,PT-05,3360.0,OP-SHIFT_1-01,True
UNIT-000042,FA-05,3720.0,OP-SHIFT_1-01,True
UNIT-000042,FA-06,3780.0,OP-SHIFT_1-01,True
UNIT-000042,FA-07,3840.0,OP-SHIFT_1-01,True
UNIT-000042,FA-08,3900.0,OP-SHIFT_1-01,True
UNIT-000043,PT-05,3420.0,OP-SHIFT_1-02,True
UNIT-000043,FA-05,3780.0,OP-SHIFT_1-02,True
UNIT-000043,FA-06,3840.0,OP-SHIFT_1-02,True
UNIT-000043,FA-07,3900.0,OP-SHIFT_1-02,True
UNIT-000043,FA-08,3960.0,OP-SHIFT_1-02,True
UNIT-000044,PT-05,3480.0,OP-SHIFT_1-03,True
UNIT-000044,FA-05,3840.0,OP-SHIFT_1-03,True
UNIT-000044,FA-06,3900.0,OP-SHIFT_1-03,True
UNIT-000044,FA-07,3960.0,OP-SHIFT_1-03,True
UNIT-000044,FA-08,4020.0,OP-SHIFT_1-03,True
UNIT-000045,PT-05,3540.0,OP-SHIFT_1-04,True
UNIT-000045,FA-05,3900.0,OP-SHIFT_1-04,True
UNIT-000045,FA-06,3960.0,OP-SHIFT_1-04,True
UNIT-000045,FA-07,4020.0,OP-SHIFT_1-04,True
UNIT-000045,FA-08,4080.0,OP-SHIFT_1-04,True
UNIT-000046,PT-05,3600.0,OP-SHIFT_1-05,True
UNIT-000046,FA-05,3960.0,OP-SHIFT_1-05,True
UNIT-000046,FA-06,4020.0,OP-SHIFT_1-05,True
UNIT-000046,FA-07,4080.0,OP-SHIFT_1-05,True
UNIT-000046,FA-08,4140.0,OP-SHIFT_1-05,True
UNIT-000047,PT-05,3660.0,OP-SHIFT_1-06,True
UNIT-000047,FA-05,4020.0,OP-SHIFT_1-06,True
UNIT-000047,FA-06,4080.0,OP-SHIFT_1-06,True
UNIT-000047,FA-07,4140.0,OP-SHIFT_1-06,True
UNIT-000047,FA-08,4200.0,OP-SHIFT_1-06,True
UNIT-000048,PT-05,3720.0,OP-SHIFT_1-01,False
UNIT-000048,FA-05,4080.0,OP-SHIFT_1-01,True
UNIT-000048,FA-06,4140.0,OP-SHIFT_1-01,True
UNIT-000048,FA-07,4200.0,OP-SHIFT_1-01,True
UNIT-000048,FA-08,4260.0,OP-SHIFT_1-01,True
UNIT-000049,PT-05,3780.0,OP-SHIFT_1-02,True
UNIT-000049,FA-05,4140.0,OP-SHIFT_1-02,True
UNIT-000049,FA-06,4200.0,OP-SHIFT_1-02,True
UNIT-000049,FA-07,4260.0,OP-SHIFT_1-02,True
UNIT-000049,FA-08,4320.0,OP-SHIFT_1-02,True
UNIT-000050,PT-05,3840.0,OP-SHIFT_1-03,True
UNIT-000050,FA-05,4200.0,OP-SHIFT_1-03,True
UNIT-000050,FA-06,4260.0,OP-SHIFT_1-03,True
UNIT-000050,FA-07,4320.0,OP-SHIFT_1-03,True
UNIT-000050,FA-08,4380.0,OP-SHIFT_1-03,True
UNIT-000051,PT-05,3900.0,OP-SHIFT_1-04,True
UNIT-000051,FA-05,4260.0,OP-SHIFT_1-04,True
UNIT-000051,FA-06,4320.0,OP-SHIFT_1-04,True
UNIT-000051,FA-07,4380.0,OP-SHIFT_1-04,True
UNIT-000051,FA-08,4440.0,OP-SHIFT_1-04,True
UNIT-000052,PT-05,3960.0,OP-SHIFT_1-05,True
UNIT-000052,FA-05,4320.0,OP-SHIFT_1-05,True
UNIT-000052,FA-06,4380.0,OP-SHIFT_1-05,True
UNIT-000052,FA-07,4440.0,OP-SHIFT_1-05,True
UNIT-000052,FA-08,4500.0,OP-SHIFT_1-05,True
UNIT-000053,PT-05,4020.0,OP-SHIFT_1-06,True
UNIT-000053,FA-05,4380.0,OP-SHIFT_1-06,True
UNIT-000053,FA-06,4440.0,OP-SHIFT_1-06,True
UNIT-000053,FA-07,4500.0,OP-SHIFT_1-06,True
UNIT-000053,FA-08,4560.0,OP-SHIFT_1-06,True
UNIT-000054,PT-05,4080.0,OP-SHIFT_1-01,True
UNIT-000054,FA-05,4440.0,OP-SHIFT_1-01,True
UNIT-000054,FA-06,4500.0,OP-SHIFT_1-01,True
UNIT-000054,FA-07,4560.0,OP-SHIFT_1-01,True
UNIT-000054,FA-08,4620.0,OP-SHIFT_1-01,True
UNIT-000055,PT-05,4140.0,OP-SHIFT_1-02,True
UNIT-000055,FA-05,4500.0,OP-SHIFT_1-02,True
UNIT-000055,FA-06,4560.0,OP-SHIFT_1-02,True
UNIT-000055,FA-07,4620.0,OP-SHIFT_1-02,True
UNIT-000055,FA-08,4680.0,OP-SHIFT_1-02,True
UNIT-000056,PT-05,4200.0,OP-SHIFT_1-03,True
UNIT-000056,FA-05,4560.0,OP-SHIFT_1-03,True
UNIT-000056,FA-06,4620.0,OP-SHIFT_1-03,True
UNIT-000056,FA-07,4680.0,OP-SHIFT_1-03,True
UNIT-000056,FA-08,4740.0,OP-SHIFT_1-03,True
UNIT-000057,PT-05,4260.0,OP-SHIFT_1-04,True
UNIT-000057,FA-05,4620.0,OP-SHIFT_1-04,True
UNIT-000057,FA-06,4680.0,OP-SHIFT_1-04,True
UNIT-000057,FA-07,4740.0,OP-SHIFT_1-04,True
UNIT-000057,FA-08,4800.0,OP-SHIFT_1-04,True
UNIT-000058,PT-05,4320.0,OP-SHIFT_1-05,True
UNIT-000058,FA-05,4680.0,OP-SHIFT_1-05,True
UNIT-000058,FA-06,4740.0,OP-SHIFT_1-05,True
UNIT-000058,FA-07,4800.0,OP-SHIFT_1-05,True
UNIT-000058,FA-08,4860.0,OP-SHIFT_1-05,True
UNIT-000059,PT-05,4380.0,OP-SHIFT_1-06,True
UNIT-000059,FA-05,4740.0,OP-SHIFT_1-06,True
UNIT-000059,FA-06,4800.0,OP-SHIFT_1-06,True
UNIT-000059,FA-07,4860.0,OP-SHIFT_1-06,True
UNIT-000059,FA-08,4920.0,OP-SHIFT_1-06,True
UNIT-000060,PT-05,4440.0,OP-SHIFT_1-01,True
UNIT-000060,FA-05,4800.0,OP-SHIFT_1-01,True
UNIT-000060,FA-06,4860.0,OP-SHIFT_1-01,True
UNIT-000060,FA-07,4920.0,OP-SHIFT_1-01,True
UNIT-000060,FA-08,4980.0,OP-SHIFT_1-01,True
UNIT-000061,PT-05,4500.0,OP-SHIFT_1-02,True
UNIT-000061,FA-05,4860.0,OP-SHIFT_1-02,True
UNIT-000061,FA-06,4920.0,OP-SHIFT_1-02,True
UNIT-000061,FA-07,4980.0,OP-SHIFT_1-02,True
UNIT-000061,FA-08,5040.0,OP-SHIFT_1-02,True
UNIT-000062,PT-05,4560.0,OP-SHIFT_1-03,True
UNIT-000062,FA-05,4920.0,OP-SHIFT_1-03,True
UNIT-000062,FA-06,4980.0,OP-SHIFT_1-03,True
UNIT-000062,FA-07,5040.0,OP-SHIFT_1-03,True
UNIT-000062,FA-08,5100.0,OP-SHIFT_1-03,True
UNIT-000063,PT-05,4620.0,OP-SHIFT_1-04,True
UNIT-000063,FA-05,4980.0,OP-SHIFT_1-04,True
UNIT-000063,FA-06,5040.0,OP-SHIFT_1-04,True
UNIT-000063,FA-07,5100.0,OP-SHIFT_1-04,True
UNIT-000063,FA-08,5160.0,OP-SHIFT_1-04,True
UNIT-000064,PT-05,4680.0,OP-SHIFT_1-05,True
UNIT-000064,FA-05,5040.0,OP-SHIFT_1-05,True
UNIT-000064,FA-06,5100.0,OP-SHIFT_1-05,True
UNIT-000064,FA-07,5160.0,OP-SHIFT_1-05,True
UNIT-000064,FA-08,5220.0,OP-SHIFT_1-05,True
UNIT-000065,PT-05,4740.0,OP-SHIFT_1-06,True
UNIT-000065,FA-05,5100.0,OP-SHIFT_1-06,True
UNIT-000065,FA-06,5160.0,OP-SHIFT_1-06,True
UNIT-000065,FA-07,5220.0,OP-SHIFT_1-06,True
UNIT-000065,FA-08,5280.0,OP-SHIFT_1-06,True
UNIT-000066,PT-05,4800.0,OP-SHIFT_1-01,True
UNIT-000066,FA-05,5160.0,OP-SHIFT_1-01,True
UNIT-000066,FA-06,5220.0,OP-SHIFT_1-01,True
UNIT-000066,FA-07,5280.0,OP-SHIFT_1-01,True
UNIT-000066,FA-08,5340.0,OP-SHIFT_1-01,True
UNIT-000067,PT-05,4860.0,OP-SHIFT_1-02,True
UNIT-000067,FA-05,5220.0,OP-SHIFT_1-02,True
UNIT-000067,FA-06,5280.0,OP-SHIFT_1-02,True
UNIT-000067,FA-07,5340.0,OP-SHIFT_1-02,True
UNIT-000067,FA-08,5400.0,OP-SHIFT_1-02,True
UNIT-000068,PT-05,4920.0,OP-SHIFT_1-03,True
UNIT-000068,FA-05,5280.0,OP-SHIFT_1-03,True
UNIT-000068,FA-06,5340.0,OP-SHIFT_1-03,True
UNIT-000068,FA-07,5400.0,OP-SHIFT_1-03,True
UNIT-000068,FA-08,5460.0,OP-SHIFT_1-03,True
UNIT-000069,PT-05,4980.0,OP-SHIFT_1-04,True
UNIT-000069,FA-05,5340.0,OP-SHIFT_1-04,True
UNIT-000069,FA-06,5400.0,OP-SHIFT_1-04,True
UNIT-000069,FA-07,5460.0,OP-SHIFT_1-04,True
UNIT-000069,FA-08,5520.0,OP-SHIFT_1-04,True
UNIT-000070,PT-05,5040.0,OP-SHIFT_1-05,True
UNIT-000070,FA-05,5400.0,OP-SHIFT_1-05,True
UNIT-000070,FA-06,5460.0,OP-SHIFT_1-05,True
UNIT-000070,FA-07,5520.0,OP-SHIFT_1-05,True
UNIT-000070,FA-08,5580.0,OP-SHIFT_1-05,True
UNIT-000071,PT-05,5100.0,OP-SHIFT_1-06,True
UNIT-000071,FA-05,5460.0,OP-SHIFT_1-06,True
UNIT-000071,FA-06,5520.0,OP-SHIFT_1-06,True
UNIT-000071,FA-07,5580.0,OP-SHIFT_1-06,True
UNIT-000071,FA-08,5640.0,OP-SHIFT_1-06,True
UNIT-000072,PT-05,5160.0,OP-SHIFT_1-01,True
UNIT-000072,FA-05,5520.0,OP-SHIFT_1-01,True
UNIT-000072,FA-06,5580.0,OP-SHIFT_1-01,True
UNIT-000072,FA-07,5640.0,OP-SHIFT_1-01,True
UNIT-000072,FA-08,5700.0,OP-SHIFT_1-01,True
UNIT-000073,PT-05,5220.0,OP-SHIFT_1-02,True
UNIT-000073,FA-05,5580.0,OP-SHIFT_1-02,True
UNIT-000073,FA-06,5640.0,OP-SHIFT_1-02,True
UNIT-000073,FA-07,5700.0,OP-SHIFT_1-02,True
UNIT-000073,FA-08,5760.0,OP-SHIFT_1-02,True
UNIT-000074,PT-05,5280.0,OP-SHIFT_1-03,True
UNIT-000074,FA-05,5640.0,OP-SHIFT_1-03,True
UNIT-000074,FA-06,5700.0,OP-SHIFT_1-03,True
UNIT-000074,FA-07,5760.0,OP-SHIFT_1-03,True
UNIT-000074,FA-08,5820.0,OP-SHIFT_1-03,True
UNIT-000075,PT-05,5340.0,OP-SHIFT_1-04,True
UNIT-000075,FA-05,5700.0,OP-SHIFT_1-04,True
UNIT-000075,FA-06,5760.0,OP-SHIFT_1-04,True
UNIT-000075,FA-07,5820.0,OP-SHIFT_1-04,True
UNIT-000075,FA-08,5880.0,OP-SHIFT_1-04,True
UNIT-000076,PT-05,5400.0,OP-SHIFT_1-05,True
UNIT-000076,FA-05,5760.0,OP-SHIFT_1-05,True
UNIT-000076,FA-06,5820.0,OP-SHIFT_1-05,True
UNIT-000076,FA-07,5880.0,OP-SHIFT_1-05,True
UNIT-000076,FA-08,5940.0,OP-SHIFT_1-05,True
UNIT-000077,PT-05,5460.0,OP-SHIFT_1-06,True
UNIT-000077,FA-05,5820.0,OP-SHIFT_1-06,True
UNIT-000077,FA-06,5880.0,OP-SHIFT_1-06,True
UNIT-000077,FA-07,5940.0,OP-SHIFT_1-06,True
UNIT-000077,FA-08,6000.0,OP-SHIFT_1-06,True
UNIT-000078,PT-05,5520.0,OP-SHIFT_1-01,True
UNIT-000078,FA-05,5880.0,OP-SHIFT_1-01,True
UNIT-000078,FA-06,5940.0,OP-SHIFT_1-01,True
UNIT-000078,FA-07,6000.0,OP-SHIFT_1-01,True
UNIT-000078,FA-08,6060.0,OP-SHIFT_1-01,True
UNIT-000079,PT-05,5580.0,OP-SHIFT_1-02,True
UNIT-000079,FA-05,5940.0,OP-SHIFT_1-02,True
UNIT-000079,FA-06,6000.0,OP-SHIFT_1-02,True
UNIT-000079,FA-07,6060.0,OP-SHIFT_1-02,True
UNIT-000079,FA-08,6120.0,OP-SHIFT_1-02,True
UNIT-000080,PT-05,5640.0,OP-SHIFT_1-03,True
UNIT-000080,FA-05,6000.0,OP-SHIFT_1-03,False
UNIT-000080,FA-06,6060.0,OP-SHIFT_1-03,True
UNIT-000080,FA-07,6120.0,OP-SHIFT_1-03,True
UNIT-000080,FA-08,6180.0,OP-SHIFT_1-03,True
UNIT-000081,PT-05,5700.0,OP-SHIFT_1-04,True
UNIT-000081,FA-05,6060.0,OP-SHIFT_1-04,True
UNIT-000081,FA-06,6120.0,OP-SHIFT_1-04,True
UNIT-000081,FA-07,6180.0,OP-SHIFT_1-04,True
UNIT-000081,FA-08,6240.0,OP-SHIFT_1-04,True
UNIT-000082,PT-05,5760.0,OP-SHIFT_1-05,True
UNIT-000082,FA-05,6120.0,OP-SHIFT_1-05,True
UNIT-000082,FA-06,6180.0,OP-SHIFT_1-05,True
UNIT-000082,FA-07,6240.0,OP-SHIFT_1-05,True
UNIT-000082,FA-08,6300.0,OP-SHIFT_1-05,True
UNIT-000083,PT-05,5820.0,OP-SHIFT_1-06,True
UNIT-000083,FA-05,6180.0,OP-SHIFT_1-06,True
UNIT-000083,FA-06,6240.0,OP-SHIFT_1-06,True
UNIT-000083,FA-07,6300.0,OP-SHIFT_1-06,True
UNIT-000083,FA-08,6360.0,OP-SHIFT_1-06,True
UNIT-000084,PT-05,5880.0,OP-SHIFT_1-01,True
UNIT-000084,FA-05,6240.0,OP-SHIFT_1-01,True
